text,category
is blaming  for flight 584 luggage debacle!  #luggagegate,Luggage Issue
"come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",Flight Issue
I only fly Jet Blue,Satisfied
Start including PTO in your getaway packages and I'm all in,Satisfied
thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,Satisfied
's flight Flight Booking Problems experience is pretty great!,Satisfied
thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business,Satisfied
"I shouldn't have to find them, they should tell us. I've flown Jet Blue since your first month. The experience isn't what it was.",Luggage Issue
if my flight was delayed can I show up at the airport with the appropriate amount of time for the delay or do I have to go on time?,Flight Issue
I'm over that honestly just would like to get going on the journey.,Flight Issue
"If that was the case, why did your alert arrive so Late Flight? Four-hour delay? Don't buy it.",Flight Issue
I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,Flight Issue
what gives? Delayed over 2 hours at MCO to JFK. Every time!,Flight Issue
"“:  Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!",Satisfied
"According to your ground staff, it hasn't even been taken off the plane yet!",Flight Issue
. thanks for making an effort. Credit where credit is due: flight 795 delayed 5 hours instead of 8 hours. #fwiw #loweredexpectations,Flight Issue
At what time?  All these passengers were sitting on a hot plane with no air and no communication for over 2 hours. Just wrong,Flight Issue
"flight delayed at JFK 2 hours, then 3 hours, then 8.5 hours? Now it's back to 5 hours with no explanation or apology?",Flight Issue
thanks! Have a good Sunday.,Satisfied
"Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",Flight Issue
5hrs on Tarmac yest b4 cancelled .Today 3+ hr delay. Why not send txt/email re: JFK closed &amp; saved all trip 2 sit  again?,Flight Issue
"flying out of BUF 2 BOS, missing captain... Really? Delayed til 2:00... Not happy...",Flight Issue
", it would be nice if the app would actually inform you that a flight is delayed.",Flight Issue
So what about the plane stuck in Newburgh won't start.  It that weather reLate Flightd as well.  These passengers on plane for 10 hrs.,Flight Issue
nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.,Flight Issue
thank you. We are finally at the gate.,Satisfied
flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works,Satisfied
the only update we get is that they have no idea when we will get an update. Way to go. #hopeless,Flight Issue
will you cover the cost of my car service waiting time?!,Flight Issue
Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks,Satisfied
"waiting at HPN on plane more than an hour since landing b/c of no gate, please get us off this plane!",Flight Issue
thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,Flight Issue
they were amazing and thank you!,Satisfied
according to jfk plenty of planes are landing. No problem there,Flight Issue
Thanks for the THIRD gate change http://t.co/UfBdr5AxeO,Flight Issue
“:  Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;),Satisfied
"she helped me with my problem so easily and was so nice, you guys rock!",Satisfied
what happened to our plane meant to leave @ 830? Why do we have to wait for 1 from buffalo? Seems organizational error not weather.,Flight Issue
how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing,Flight Issue
flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK,Flight Issue
they are now being sent off the plane? Does anyone at JetBlue have a clue?,Flight Issue
your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,Satisfied
BOS. Everything current now. Thanks for the follow up,Satisfied
thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG,Satisfied
things happen it's ok just wish I was on the beach and not in the airport,Satisfied
"it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous.",Flight Issue
I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ,Satisfied
still sitting in plane in Newburg. This is getting #ridiculous. No way to treat #loyal customers.,Flight Issue
Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks,Satisfied
what's the delay if the system isn't down?,Flight Issue
don't think any1 rly knows what's goin on. supposed 2 leave at 8:30a then 9a then 9:30a then 10a then 11a then 11:30a. Now 12,Flight Issue
That is not very gracious of  to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.,Flight Issue
get flight 16 into the air,Flight Issue
"if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU",Satisfied
Thanks for the personalized customer service! #cannedtweet #autoresponse,Satisfied
It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate,Flight Issue
#489. Flight #589 is departing before we even board,Flight Issue
I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,Satisfied
it's only because I'm wearing #TrueBlueColors!,Satisfied
That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.,Flight Issue
"When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489",Flight Issue
Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue,Flight Issue
"yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!",Satisfied
got it. thanks the quick reply.,Satisfied
your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0,Flight Issue
had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,Satisfied
"well, the last update was in the right direction, at least! I'll keep my fingers crossed.",Satisfied
"thx, social media person!",Satisfied
Are there airport-wide delays at BOS or did we just get unlucky with 152?,Flight Issue
"is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!",Flight Issue
"hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear..",Flight Issue
always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV,Satisfied
"flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",Flight Issue
they miraculously fixed the plane #kudos to shoe ever it was,Satisfied
"all your online resources  say we're on time, but clearly we are not.  This is not very information age of you...",Flight Issue
😭😭😭😭 yall are really better then American Airlines though.,Satisfied
What can I say other than when it comes to my #BrandLoveAffair w/  ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,Satisfied
"Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there, but why can't we divert to LGA? Closer than ACY!",Flight Issue
Great service from PBI to HPN! Thanks.,Satisfied
Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,Flight Issue
"done, thank you!",Satisfied
why is my 910 flight listed on time when its 904AM and I'm not on the plane yet? http://t.co/iEG2ObcEpp,Flight Issue
fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free,Flight Issue
I'm at 4:05  will be nasty in Boston. Have family driving 90 min to pick me up from Erie think flight - what if cancelleded?,Flight Issue
best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded,Flight Issue
"FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting    to speak to a human at customer service",Satisfied
how about an update on flight 475 leaving tf green delayed,Flight Issue
well they said cancelled on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed,Flight Issue
that's where we all get on the same page. cancelleded it 45 mins ago.   help flights from  to MCO?,Flight Issue
my flight 475 cancelleded due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int,Flight Issue
okay thank you! I'll check with them again!,Satisfied
"“:  Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue!   #JetBlueRocks",Satisfied
They just came out. Thanks for the follow-up. That's why you're the best!,Satisfied
Thanks! See you soon!,Satisfied
"Yep, still waiting for bags at #JFK. What's the holdup? Looks like we are the only flight that got in at this time..??",Luggage Issue
thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery,Satisfied
it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired,Flight Issue
thanks for the response - when is the next flight after the 9:48 flight?,Satisfied
Highlight of my travel is 3 hour delay and de-icing twice. Now sitting in bumper to bumper traffic in taxi to finally get home. 😒,Flight Issue
great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.,Satisfied
thank you! I know the weather in #Boston isn't great. Everyone's tired,Satisfied
oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this,Flight Issue
